"id";"FECHA";"DESDE";"HASTA";"LOCALIDAD";"GRUPO";"DIRECCION";"FARMACIA";"Cod_FARMACIA";"TELEFONO"
"1";"27/11/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"2";"27/11/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Baja Navarra, 7";"Goyache Sainz de Vicuña, Maria del Mar";"F00026";"948 550231"
"3";"27/11/2023";"9";"22";"Ezcároz / Ezkaroze";"Isaba - Salazar";"C/ Rochapea, 2";"Vicente Collado, Maria Jose";"F00287";"948 890395"
"4";"27/11/2023";"10";"21";"Mutilva / Mutiloa";"Pamplona y comarca";"Pl Valle de Aranguren, 15bajoC";"Lozano Bernal, Javier Jose";"F00831";"644798814"
"5";"27/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Bayona, 37";"Arriazu Aranceta, Berta";"F00618";"948 252401"
"6";"27/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Villava, 51A. Chantrea";"Estebanez Santesteban, Sara";"F00145";"948 126586"
"7";"27/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Concejo de Olaz, 14. Mendillorri - Fase 2";"Fernandez de Arcaya Gainza, Mª Nieves";"F00455";"948 163215"
"8";"27/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Tudela, 1. Frente al Corte Inglés";"Lorca Mico, Soledad";"F00160";"948 229912"
"9";"27/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"10";"27/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Pío XII, 9";"Muñoz Aramburu, Miren Arantza";"F00141";"948 252895"
"11";"27/11/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"Pº Capuchinas, 33Bajo. Frente a Mercadona.";"Morte Casado, Leticia Alba";"F00761";"948415298"
"12";"27/11/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"13";"27/11/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ Mayor, 20";"Fernandez Alvarez, Soliña";"F00060";"948 546920"
"14";"27/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"15";"27/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"16";"27/11/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"17";"27/11/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Díaz Bravo, 7. Esq. C/ Almazara";"Arana Castelo, Elsa";"F00483";"948 410783"
"18";"27/11/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"C/ Alzania, 1";"Luis de Redin Subira, Maria Rosa";"F00159";"948 562380"
"19";"27/11/2023";"9";"9";"Ancín / Antzin";"Comarca de Estella";"Cra. Vitoria, 20";"Alen Fernandez, Ruben";"F00246";"948 534102"
"20";"27/11/2023";"9";"9";"Aoiz / Agoitz";"Aoiz - Auritz/Burguete";"C/ Domingo Elizondo, 4";"Lera Toston, Maria Yolanda";"F00096";"948 336525"
"21";"27/11/2023";"9";"9";"Azagra";"San Adrián";"Pl de la Constitucion, 1";"Luri Dendarieta, Mª Luisa";"F00575";"948 692150"
"22";"27/11/2023";"9";"9";"Bera";"Lesaka";"Pl de los Fueros, 4";"Fernandez Diez, Arantzazu";"F00353";"948 630631"
"23";"27/11/2023";"9";"9";"Carcastillo";"Carcastillo - Olite";"C/ Mayor, 17";"Arbeloa Zabaleta, Maria Angeles";"F00473";"948 715039"
"24";"27/11/2023";"9";"9";"Cascante";"Buñuel - Cascante";"C/ Victoria, 25";"Galipienzo Jimenez, Marta";"F00369";"948 850742"
"25";"27/11/2023";"9";"9";"Cintruénigo";"Corella - Cintruénigo";"C/ Jose María Ligués, 44";"Lozano Sanchez, Maria Jose";"F00301";"948 815051"
"26";"27/11/2023";"9";"9";"Falces";"Peralta";"C/ Corazón de Jesús, 5";"Diaz/Eza Casas/Gascuñana, Mercedes/Victoria";"F00458";"948 734840"
"27";"27/11/2023";"9";"9";"Irurita";"Elizondo";"C/ Mayor, 4B";"Goñi Itoiz, Concepcion";"F00279";"948 452347"
"28";"27/11/2023";"9";"9";"Irurtzun";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Amaya, 4";"Gastearena/Martirena Arraiza/Miqueo, Miguel/Jorge";"F00387";"948 506149"
"29";"27/11/2023";"9";"9";"Ituren";"Doneztebe/Santesteban";"C/ Consejo, 12";"Ruiz-Lopetedi Rodriguez, Jose Joaquin";"F00272";"948 450968"
"30";"27/11/2023";"9";"9";"Lodosa";"Lodosa";"C/ Los Huertos de Abajo, 3";"Yoldi Perez, Jesusa";"F00438";"948 694635"
"31";"27/11/2023";"9";"9";"Mendigorria";"Puente la Reina";"C/ Bernardino Ayala, 8";"Inchaurraga Casadamon, Laura";"F00248";"948 340312"
"32";"27/11/2023";"9";"9";"Milagro";"Valtierra-Cadreita - Castejón";"C/ Arrabal, 28bajo";"Hernandez Ramiro, Carlos";"F00023";"948 861066"
"33";"27/11/2023";"9";"9";"Miranda de Arga";"Artajona";"C/ La Dehesa, 9";"Elizalde Sesma, Alejandra";"F00675";"948 926094"
"34";"27/11/2023";"9";"9";"Olite / Erriberri";"Carcastillo - Olite";"Pl Del Fosal, 1";"Pellejero Balduz, Maria Jose";"F00433";"948 741830"
"35";"27/11/2023";"9";"9";"Sangüesa / Zangoza";"Sangüesa";"C/ Mayor, 30";"Ruiz Sanchez, Tomas";"F00101";"948 870114"
"36";"27/11/2023";"9";"9";"Sansol";"Los Arcos - Viana";"C/ Barrionuevo, 2";"Elias Calvo, Ignacio Javier";"F00817";"948648328"
"37";"27/11/2023";"9";"9";"Tafalla";"Tafalla";"C/ Camino Miranda, 8";"Tesan Urchaga, Jose Luis";"F00463";"948 755094"
"38";"28/11/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"39";"28/11/2023";"10";"21";"Cordovilla";"Pamplona y comarca";"Bº La Morea, s/n. C.Comercial Leclerc";"Aranguren Letamendia, Emilia";"F00311";"948 152626"
"40";"28/11/2023";"9";"21";"Estella-Lizarra";"Estella";"Pl Santiago, 55";"Landa Naveros, Maria Rosario";"F00028";"948 550333"
"41";"28/11/2023";"9";"22";"Ezcároz / Ezkaroze";"Isaba - Salazar";"C/ Rochapea, 2";"Vicente Collado, Maria Jose";"F00287";"948 890395"
"42";"28/11/2023";"10";"21";"Huarte / Uharte";"Pamplona y comarca";"C/ Pérez Goyena, 1";"Alvarez Guembe, Daniel";"F00494";"948 332986"
"43";"28/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 26. Mendebaldea";"Amador Zamarreño, Jose Angel";"F00170";"948 253743"
"44";"28/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Bayona, 37";"Arriazu Aranceta, Berta";"F00618";"948 252401"
"45";"28/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"46";"28/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Pío XII, 9";"Muñoz Aramburu, Miren Arantza";"F00141";"948 252895"
"47";"28/11/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Don Miguel Eza, 4";"Acacio Mañas, Maria";"F00777";"948789204"
"48";"28/11/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"Ctra. Zaragoza, s/n. C.Comercial Eroski";"Asin Aicua, Raquel";"F00357";"948 848355"
"49";"28/11/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"50";"28/11/2023";"21";"9";"Estella-Lizarra";"Estella";"Pl Santiago, 55";"Landa Naveros, Maria Rosario";"F00028";"948 550333"
"51";"28/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"52";"28/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"53";"28/11/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"54";"28/11/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Gaztambide Carrera, 4";"Arellano Diaz, Javier";"F00083";"948 820133"
"55";"28/11/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"Ctra. Zaragoza, s/n. C.Comercial Eroski";"Asin Aicua, Raquel";"F00357";"948 848355"
"56";"28/11/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"C/ Alzania, 1";"Luis de Redin Subira, Maria Rosa";"F00159";"948 562380"
"57";"28/11/2023";"9";"9";"Ancín / Antzin";"Comarca de Estella";"Cra. Vitoria, 20";"Alen Fernandez, Ruben";"F00246";"948 534102"
"58";"28/11/2023";"9";"9";"Aoiz / Agoitz";"Aoiz - Auritz/Burguete";"C/ Domingo Elizondo, 4";"Lera Toston, Maria Yolanda";"F00096";"948 336525"
"59";"28/11/2023";"9";"9";"Azagra";"San Adrián";"Pl de la Constitucion, 1";"Luri Dendarieta, Mª Luisa";"F00575";"948 692150"
"60";"28/11/2023";"9";"9";"Bera";"Lesaka";"Pl de los Fueros, 4";"Fernandez Diez, Arantzazu";"F00353";"948 630631"
"61";"28/11/2023";"9";"9";"Carcastillo";"Carcastillo - Olite";"C/ Mayor, 17";"Arbeloa Zabaleta, Maria Angeles";"F00473";"948 715039"
"62";"28/11/2023";"9";"9";"Cascante";"Buñuel - Cascante";"C/ Cesar, 20";"Ochoa Jarauta, Sara";"F00354";"948 851580"
"63";"28/11/2023";"9";"9";"Cintruénigo";"Corella - Cintruénigo";"C/ Jose María Ligués, 44";"Lozano Sanchez, Maria Jose";"F00301";"948 815051"
"64";"28/11/2023";"9";"9";"Doneztebe / Santesteban";"Doneztebe/Santesteban";"C/ Mayor, 6";"Echarte Subizar, Maider";"F00396";"948 456169"
"65";"28/11/2023";"9";"9";"Falces";"Peralta";"C/ Corazón de Jesús, 5";"Diaz/Eza Casas/Gascuñana, Mercedes/Victoria";"F00458";"948 734840"
"66";"28/11/2023";"9";"9";"Irurita";"Elizondo";"C/ Mayor, 4B";"Goñi Itoiz, Concepcion";"F00279";"948 452347"
"67";"28/11/2023";"9";"9";"Irurtzun";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Amaya, 4";"Gastearena/Martirena Arraiza/Miqueo, Miguel/Jorge";"F00387";"948 506149"
"68";"28/11/2023";"9";"9";"Lodosa";"Lodosa";"C/ Los Huertos de Abajo, 3";"Yoldi Perez, Jesusa";"F00438";"948 694635"
"69";"28/11/2023";"9";"9";"Mendigorria";"Puente la Reina";"C/ Bernardino Ayala, 8";"Inchaurraga Casadamon, Laura";"F00248";"948 340312"
"70";"28/11/2023";"9";"9";"Milagro";"Valtierra-Cadreita - Castejón";"C/ Arrabal, 28bajo";"Hernandez Ramiro, Carlos";"F00023";"948 861066"
"71";"28/11/2023";"9";"9";"Miranda de Arga";"Artajona";"C/ La Dehesa, 9";"Elizalde Sesma, Alejandra";"F00675";"948 926094"
"72";"28/11/2023";"9";"9";"Olite / Erriberri";"Carcastillo - Olite";"Pl Del Fosal, 1";"Pellejero Balduz, Maria Jose";"F00433";"948 741830"
"73";"28/11/2023";"9";"9";"Sangüesa / Zangoza";"Sangüesa";"C/ Mayor, 30";"Ruiz Sanchez, Tomas";"F00101";"948 870114"
"74";"28/11/2023";"9";"9";"Sansol";"Los Arcos - Viana";"C/ Barrionuevo, 2";"Elias Calvo, Ignacio Javier";"F00817";"948648328"
"75";"28/11/2023";"9";"9";"Tafalla";"Tafalla";"C/ Camino Miranda, 8";"Tesan Urchaga, Jose Luis";"F00463";"948 755094"
"76";"29/11/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"77";"29/11/2023";"10";"21";"Campanas";"Pamplona y comarca";"Avda Zaragoza, 26. Tiebas";"Madoz Labaca, Marta";"F00259";"948 360102"
"78";"29/11/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Mayor, 70";"Manso Gorostola, Maria Milagros";"F00029";"948 550340"
"79";"29/11/2023";"9";"22";"Ezcároz / Ezkaroze";"Isaba - Salazar";"C/ Rochapea, 2";"Vicente Collado, Maria Jose";"F00287";"948 890395"
"80";"29/11/2023";"10";"21";"Huarte / Uharte";"Pamplona y comarca";"C/ Zubiarte, 26";"Blanco Ruiz, Ildelina";"F00432";"948 332175"
"81";"29/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"82";"29/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Pl San Juan de la Cadena, 3. Trasera Pío XII, 12";"Martinez Eslava, Maria";"F00395";"948 365799"
"83";"29/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"84";"29/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Pedro Aranaz, 8. Frente C. Salud Azpilagaña";"Olloqui Larumbe, Olga";"F00235";"948 249592"
"85";"29/11/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"Pº Capuchinas, 33Bajo. Frente a Mercadona.";"Morte Casado, Leticia Alba";"F00761";"948415298"
"86";"29/11/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"87";"29/11/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ Mayor, 70";"Manso Gorostola, Maria Milagros";"F00029";"948 550340"
"88";"29/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"89";"29/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"90";"29/11/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"91";"29/11/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Cuesta de la Estación, 12";"Blazquez Gonzalez, Maria Asuncion";"F00268";"948 826400"
"92";"29/11/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"C/ Alzania, 1";"Luis de Redin Subira, Maria Rosa";"F00159";"948 562380"
"93";"29/11/2023";"9";"9";"Ancín / Antzin";"Comarca de Estella";"Cra. Vitoria, 20";"Alen Fernandez, Ruben";"F00246";"948 534102"
"94";"29/11/2023";"9";"9";"Aoiz / Agoitz";"Aoiz - Auritz/Burguete";"C/ Domingo Elizondo, 4";"Lera Toston, Maria Yolanda";"F00096";"948 336525"
"95";"29/11/2023";"9";"9";"Azagra";"San Adrián";"Pl de la Constitucion, 1";"Luri Dendarieta, Mª Luisa";"F00575";"948 692150"
"96";"29/11/2023";"9";"9";"Bera";"Lesaka";"Pl de los Fueros, 4";"Fernandez Diez, Arantzazu";"F00353";"948 630631"
"97";"29/11/2023";"9";"9";"Carcastillo";"Carcastillo - Olite";"C/ Mayor, 17";"Arbeloa Zabaleta, Maria Angeles";"F00473";"948 715039"
"98";"29/11/2023";"9";"9";"Cascante";"Buñuel - Cascante";"C/ Cesar, 20";"Ochoa Jarauta, Sara";"F00354";"948 851580"
"99";"29/11/2023";"9";"9";"Cintruénigo";"Corella - Cintruénigo";"C/ Jose María Ligués, 44";"Lozano Sanchez, Maria Jose";"F00301";"948 815051"
"100";"29/11/2023";"9";"9";"Falces";"Peralta";"C/ Corazón de Jesús, 5";"Diaz/Eza Casas/Gascuñana, Mercedes/Victoria";"F00458";"948 734840"
"101";"29/11/2023";"9";"9";"Irurita";"Elizondo";"C/ Mayor, 4B";"Goñi Itoiz, Concepcion";"F00279";"948 452347"
"102";"29/11/2023";"9";"9";"Irurtzun";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Amaya, 4";"Gastearena/Martirena Arraiza/Miqueo, Miguel/Jorge";"F00387";"948 506149"
"103";"29/11/2023";"9";"9";"Lodosa";"Lodosa";"C/ Los Huertos de Abajo, 3";"Yoldi Perez, Jesusa";"F00438";"948 694635"
"104";"29/11/2023";"9";"9";"Mendigorria";"Puente la Reina";"C/ Bernardino Ayala, 8";"Inchaurraga Casadamon, Laura";"F00248";"948 340312"
"105";"29/11/2023";"9";"9";"Milagro";"Valtierra-Cadreita - Castejón";"C/ Arrabal, 28bajo";"Hernandez Ramiro, Carlos";"F00023";"948 861066"
"106";"29/11/2023";"9";"9";"Miranda de Arga";"Artajona";"C/ La Dehesa, 9";"Elizalde Sesma, Alejandra";"F00675";"948 926094"
"107";"29/11/2023";"9";"9";"Olite / Erriberri";"Carcastillo - Olite";"Pl Del Fosal, 1";"Pellejero Balduz, Maria Jose";"F00433";"948 741830"
"108";"29/11/2023";"9";"9";"Sangüesa / Zangoza";"Sangüesa";"C/ Mayor, 30";"Ruiz Sanchez, Tomas";"F00101";"948 870114"
"109";"29/11/2023";"9";"9";"Sansol";"Los Arcos - Viana";"C/ Barrionuevo, 2";"Elias Calvo, Ignacio Javier";"F00817";"948648328"
"110";"29/11/2023";"9";"9";"Sunbilla";"Doneztebe/Santesteban";"C/ Mayor, 8";"Iglesias Diago, Olivia";"F00263";"948 450275"
"111";"29/11/2023";"9";"9";"Tafalla";"Tafalla";"C/ Camino Miranda, 8";"Tesan Urchaga, Jose Luis";"F00463";"948 755094"
"112";"30/11/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"113";"30/11/2023";"10";"21";"Barañáin / Barañain";"Pamplona y comarca";"Avda Rascacielos, 4. Junto a Caprabo";"Moreno Gil, David";"F00453";"948 281040"
"114";"30/11/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ Carlos II el Malo, 1. Estación autobuses";"Echavarri Pascual, Maria Jose";"F00307";"948555141"
"115";"30/11/2023";"9";"22";"Ezcároz / Ezkaroze";"Isaba - Salazar";"C/ Rochapea, 2";"Vicente Collado, Maria Jose";"F00287";"948 890395"
"116";"30/11/2023";"10";"21";"Huarte / Uharte";"Pamplona y comarca";"C/ Intxaurdia, 5. Centro Comercial Itaroa";"Vallejos Huesa, Maria Josefa";"F00611";"948 357364"
"117";"30/11/2023";"10";"21";"Olague";"Pamplona y comarca";"C/ San Juan, 7. Localización por Tfno. 948226000";"Marcotegui Goñi, Cristina";"F00278";"948 307068"
"118";"30/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Tudela, 1. Frente al Corte Inglés";"Lorca Mico, Soledad";"F00160";"948 229912"
"119";"30/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Pío XII, 9";"Muñoz Aramburu, Miren Arantza";"F00141";"948 252895"
"120";"30/11/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Ctra. San Sebastián, 1. Hipermercado Eroski";"Valdemoros Erro, Laura";"F00011";"948 303099"
"121";"30/11/2023";"10";"21";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"122";"30/11/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Don Miguel Eza, 4";"Acacio Mañas, Maria";"F00777";"948789204"
"123";"30/11/2023";"10";"21";"Zubiri";"Pamplona y comarca";"C/ Río Arga, 33";"Liso Aldaz, Maria Jose";"F00255";"948 304226"
"124";"30/11/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"125";"30/11/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ San Francisco, 4";"Pascual Blanco, Miguel Angel";"F00420";"948552659"
"126";"30/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"127";"30/11/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"128";"30/11/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"129";"30/11/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"Pl Azucarera, 5";"Latorre Marco, Raquel";"F00632";"948 402664"
"130";"30/11/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"C/ Alzania, 1";"Luis de Redin Subira, Maria Rosa";"F00159";"948 562380"
"131";"30/11/2023";"9";"9";"Ancín / Antzin";"Comarca de Estella";"Cra. Vitoria, 20";"Alen Fernandez, Ruben";"F00246";"948 534102"
"132";"30/11/2023";"9";"9";"Aoiz / Agoitz";"Aoiz - Auritz/Burguete";"C/ Domingo Elizondo, 4";"Lera Toston, Maria Yolanda";"F00096";"948 336525"
"133";"30/11/2023";"9";"9";"Azagra";"San Adrián";"Pl de la Constitucion, 1";"Luri Dendarieta, Mª Luisa";"F00575";"948 692150"
"134";"30/11/2023";"9";"9";"Bera";"Lesaka";"Pl de los Fueros, 4";"Fernandez Diez, Arantzazu";"F00353";"948 630631"
"135";"30/11/2023";"9";"9";"Carcastillo";"Carcastillo - Olite";"C/ Mayor, 17";"Arbeloa Zabaleta, Maria Angeles";"F00473";"948 715039"
"136";"30/11/2023";"9";"9";"Cascante";"Buñuel - Cascante";"C/ Victoria, 25";"Galipienzo Jimenez, Marta";"F00369";"948 850742"
"137";"30/11/2023";"9";"9";"Cintruénigo";"Corella - Cintruénigo";"C/ Jose María Ligués, 44";"Lozano Sanchez, Maria Jose";"F00301";"948 815051"
"138";"30/11/2023";"9";"9";"Doneztebe / Santesteban";"Doneztebe/Santesteban";"Ctra. Leiza, 11";"Larrayoz Oses, Susana";"F00437";"948 456096"
"139";"30/11/2023";"9";"9";"Falces";"Peralta";"C/ Corazón de Jesús, 5";"Diaz/Eza Casas/Gascuñana, Mercedes/Victoria";"F00458";"948 734840"
"140";"30/11/2023";"9";"9";"Irurita";"Elizondo";"C/ Mayor, 4B";"Goñi Itoiz, Concepcion";"F00279";"948 452347"
"141";"30/11/2023";"9";"9";"Irurtzun";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Amaya, 4";"Gastearena/Martirena Arraiza/Miqueo, Miguel/Jorge";"F00387";"948 506149"
"142";"30/11/2023";"9";"9";"Lodosa";"Lodosa";"C/ Los Huertos de Abajo, 3";"Yoldi Perez, Jesusa";"F00438";"948 694635"
"143";"30/11/2023";"9";"9";"Mendigorria";"Puente la Reina";"C/ Bernardino Ayala, 8";"Inchaurraga Casadamon, Laura";"F00248";"948 340312"
"144";"30/11/2023";"9";"9";"Milagro";"Valtierra-Cadreita - Castejón";"C/ Arrabal, 28bajo";"Hernandez Ramiro, Carlos";"F00023";"948 861066"
"145";"30/11/2023";"9";"9";"Miranda de Arga";"Artajona";"C/ La Dehesa, 9";"Elizalde Sesma, Alejandra";"F00675";"948 926094"
"146";"30/11/2023";"9";"9";"Olite / Erriberri";"Carcastillo - Olite";"Pl Del Fosal, 1";"Pellejero Balduz, Maria Jose";"F00433";"948 741830"
"147";"30/11/2023";"9";"9";"Sangüesa / Zangoza";"Sangüesa";"C/ Mayor, 30";"Ruiz Sanchez, Tomas";"F00101";"948 870114"
"148";"30/11/2023";"9";"9";"Sansol";"Los Arcos - Viana";"C/ Barrionuevo, 2";"Elias Calvo, Ignacio Javier";"F00817";"948648328"
"149";"30/11/2023";"9";"9";"Tafalla";"Tafalla";"C/ Camino Miranda, 8";"Tesan Urchaga, Jose Luis";"F00463";"948 755094"
"150";"01/12/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"151";"01/12/2023";"10";"21";"Burlada / Burlata";"Pamplona y comarca";"C/ Joaquin Azcárate, 14- Las Maestras, 3";"Iribertegui Villar, Manuel Fermin";"F00199";"948 135440"
"152";"01/12/2023";"9";"21";"Estella-Lizarra";"Estella";"Pl de los Fueros, 8- Pl. San Juan";"Gaston/Lopez de Dicastillo Ortigosa/Perez de Albeniz Sandra/Iranzu";"F00071";"948 550637"
"153";"01/12/2023";"9";"22";"Ezcároz / Ezkaroze";"Isaba - Salazar";"C/ Rochapea, 2";"Vicente Collado, Maria Jose";"F00287";"948 890395"
"154";"01/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Bayona, 37";"Arriazu Aranceta, Berta";"F00618";"948 252401"
"155";"01/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Concejo de Olaz, 14. Mendillorri - Fase 2";"Fernandez de Arcaya Gainza, Mª Nieves";"F00455";"948 163215"
"156";"01/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"157";"01/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Pío XII, 9";"Muñoz Aramburu, Miren Arantza";"F00141";"948 252895"
"158";"01/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Puente Miluce, 2. C. Comercial Carrefour";"Navarro Zapatero, Maria Eugenia";"F00480";"948 199896"
"159";"01/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"Pº Capuchinas, 33Bajo. Frente a Mercadona.";"Morte Casado, Leticia Alba";"F00761";"948415298"
"160";"01/12/2023";"10";"21";"Zizur Mayor / Zizur Nagusia";"Pamplona y comarca";"C/ Errotaxar, 17";"Viedma Ansa, Nerea";"F00805";"948 020413"
"161";"01/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
