"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"Especialidad";"FECHA DE INSCRIPCION"
"467";"UR000543";"Salazar";"Restaurantes";"Sin definir";"Polígono Industrial Morea Sur 52";"BERIÁIN";"BERIÁIN";"Cuenca de Pamplona";"Casera o regional";"14/02/1990 0:00:00"
"468";"UR001090";"San Andrés";"Restaurantes";"Segunda/2 Tenedores";"Jesús Ordoñez 4";"TORRES DEL RÍO";"TORRES DEL RÍO";"Zona Media";"Casera o regional";"26/06/2014 0:00:00"
"469";"UR000111";"San Fermín";"Restaurantes";"Segunda/2 Tenedores";"San Nicolás, 44-46 0 1º Dcha.";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Casera o regional";"28/12/1969 0:00:00"
"470";"UR000071";"San Martín de Unx";"Restaurantes";"Sin definir";"San Martín de Unx-Ujue Km. 1 0";"SAN MARTÍN DE UNX";"SAN MARTÍN DE UNX";"Zona Media";;"18/07/2001 0:00:00"
"471";"UR000876";"San Miguel de Aralar";"Restaurantes";"Tercera/1 tenedor";"Aralar 0 s/n";"UHARTE-ARAKIL";"UHARTE ARAKIL";"Pirineos";"Casera o regional, De tapas y raciones";"10/11/2005 0:00:00"
"472";"UR000914";"San Nicolás";"Restaurantes";"Tercera/1 tenedor";"San Nicolás 13 bajo";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Casera o regional";"12/02/2007 0:00:00"
"473";"ur000392";"San Pedro";"Restaurantes";"Sin definir";"Los Arcos de Noain 0 S/N";"NOÁIN";"NOÁIN (VALLE DE ELORZ) / NOAIN (ELORTZIBAR)";"Cuenca de Pamplona";"Casera o regional";"10/10/1984 0:00:00"
"474";"UR000465";"Santxotena";"Restaurantes";"Segunda/2 Tenedores";"Pedro Axular, s/n 0 ";"ELIZONDO";"BAZTAN";"Pirineos";"Casera o regional";"05/01/1989 0:00:00"
"475";"UR000035";"Sarasate";"Restaurantes";"Tercera/1 tenedor";"San Nicolás, 19-21, 1º Izda. 0 ";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Vegetariana";"26/05/1965 0:00:00"
"476";"ur000817";"Sarrio";"Restaurantes";"Sin definir";"Cañada Real 0 S/N";"BERRIOPLANO";"BERRIOPLANO / BERRIOBEITI";"Cuenca de Pamplona";"Casera o regional";"05/11/1998 0:00:00"
"477";"ur000118";"Sastinea";"Restaurantes";"Sin definir";"Casa Sastinea 0";"ARESO";"ARESO";"Pirineos";;"01/09/2003 0:00:00"
"478";"ur000101";"Señorío de Beraiz";"Restaurantes";"Sin definir";"Pamplona-Irún, km.14 0 ";"BERAIZ";"OLÁIBAR";"Cuenca de Pamplona";"Asador";"11/06/2003 0:00:00"
"479";"UR000935";"Sibaris";"Restaurantes";"Sin definir";"Monte Monjardín 12";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Innovadora";"26/12/2007 0:00:00"
"480";"UR100999";"Sidrería Asador Kupela";"Restaurantes";"Segunda/2 Tenedores";"Ribera 25";"LODOSA";"LODOSA";"La Ribera";"Sidrería";"31/12/2010 0:00:00"
"481";"UR000084";"Sidrería Auzmendi Sagardotegia";"Restaurantes";"Sin definir";"Joaquin Beunza 17 bis";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Sidrería";"05/09/2001 0:00:00"
"482";"UR001055";"Sidrería Chez Belagua";"Restaurantes";"Segunda/2 Tenedores";"Estafeta, 49/51 0 ";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Sidrería";"06/05/2014 0:00:00"
"483";"UR111009";"Sidrería Etxesakan";"Restaurantes";"Sin definir";"Mayor 38";"GARÍSOAIN";"GUESÁLAZ / GESALATZ";"Zona Media";"Sidrería";"17/06/2011 0:00:00"
"484";"ur000107";"Sidrería Juanluzenea";"Restaurantes";"Sin definir";"San Lorenzo, 10, casa Juanluze 0 ";"ODERITZ";"LARRAUN";"Pirineos";;"01/09/2003 0:00:00"
"485";"UR000949";"Sidrería Kupela";"Restaurantes";"Sin definir";"Dantxarinea 0";"URDAZUBI/URDAX";"URDAZUBI / URDAX";"Pirineos";"Sidrería";"14/05/2008 0:00:00"
"486";"UR000277";"Sidrería Martintxo";"Restaurantes";"Segunda/2 Tenedores";"Irunbidea 1";"CIZUR MENOR";"CIZUR";"Cuenca de Pamplona";;"26/10/1981 0:00:00"
"487";"ur000155";"Sidrería Pil-Pil";"Restaurantes";"Segunda/2 Tenedores";"Acella 3";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Sidrería";"18/06/2004 0:00:00"
"488";"UR000984";"Sidrería Ttakun";"Restaurantes";"Tercera/1 tenedor";"Urrobi 7";"AURIZBERRI/ESPINAL";"ERRO";"Pirineos";"Sidrería";"23/12/2009 0:00:00"
"489";"UR000959";"Sur";"Restaurantes";"Sin definir";"Marcelo Celayeta 128";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Internacional";"28/11/2008 0:00:00"
"490";"UR000987";"Tabla Tomasa";"Restaurantes";"Sin definir";"Virgen del Puy 4 bajo";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Internacional";"10/03/2010 0:00:00"
"491";"UR000151";"Tallunce";"Restaurantes";"Segunda/2 Tenedores";"Campus Universitario (Comedor 0";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Casera o regional";"15/06/2004 0:00:00"
"492";"ur000742";"Talluntxe";"Restaurantes";"Sin definir";"M 30";"NOÁIN";"NOÁIN (VALLE DE ELORZ) / NOAIN (ELORTZIBAR)";"Cuenca de Pamplona";"Casera o regional";"28/12/1995 0:00:00"
"493";"UR000450";"Tapia";"Restaurantes";"Sin definir";"Bormapea 23";"ISABA";"ISABA / IZABA";"Pirineos";"Casera o regional";"21/01/1988 0:00:00"
"494";"UR000803";"Tapica";"Restaurantes";"Segunda/2 Tenedores";"de los Fueros 13";"TUDELA";"TUDELA";"La Ribera";"Casera o regional";"24/12/1997 0:00:00"
"495";"UR000020";"Telepizza";"Restaurantes";"Sin definir";"Sancho el Fuerte 81";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Rápida";"20/12/2000 0:00:00"
"496";"UR000040";"Telepizza";"Restaurantes";"Sin definir";"Ororbia 6";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";;"07/03/2001 0:00:00"
"497";"UR000837";"Telepizza";"Restaurantes";"Sin definir";"Bergamín 12";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Rápida";"16/01/2000 0:00:00"
"498";"UR000932";"Telepizza";"Restaurantes";"Sin definir";"Aranaz y Vides 5";"TUDELA";"TUDELA";"La Ribera";"Rápida";"22/11/2007 0:00:00"
"499";"ur000239";"Teresita";"Restaurantes";"Sin definir";"Carretera 76";"CARCASTILLO";"CARCASTILLO";"La Ribera";;"30/11/2004 0:00:00"
"500";"UR000908";"Tokio";"Restaurantes";"Sin definir";"Joaquín Maya 15";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Internacional";"27/10/2006 0:00:00"
"501";"ur000536";"Tolo";"Restaurantes";"Sin definir";"Lapurbide 10";"ANSOAIN";"ANSOÁIN / ANTSOAIN";"Cuenca de Pamplona";"Casera o regional";"10/08/1988 0:00:00"
"502";"UR001078";"Tres Reyes";"Restaurantes";"Segunda/2 Tenedores";"Jardines de la Taconera s/n 0";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Casera o regional";"02/02/2015 0:00:00"
"503";"UR000921";"Trinquete";"Restaurantes";"Lujo/ 4 Tenedores";"Trinquete 1 bis";"TUDELA";"TUDELA";"La Ribera";"Casera o regional, Vegetariana";"14/05/2007 0:00:00"
"504";"UR000076";"Túbal";"Restaurantes";"Segunda/2 Tenedores";"de Navarra 6";"TAFALLA";"TAFALLA";"Zona Media";;"25/08/1967 0:00:00"
"505";"UR000031";"Tudela Bardenas";"Restaurantes";"Segunda/2 Tenedores";"Zaragoza 60";"TUDELA";"TUDELA";"La Ribera";"Casera o regional";"27/12/2000 0:00:00"
"506";"UR111019";"Txalaparta";"Restaurantes";"Sin definir";"San Julián 89";"NAGORE";"ARCE / ARTZI";"Pirineos";"Casera o regional";"28/11/2011 0:00:00"
"507";"UR000426";"Txikipolit";"Restaurantes";"Sin definir";"Roncesvalles 42";"AURITZ/BURGUETE";"AURITZ / BURGUETE";"Pirineos";"Casera o regional";"23/05/1985 0:00:00"
"508";"UR001110";"Tximista";"Restaurantes";"Primera/3 tenedores";"Zaldu 15";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA";"Zona Media";;"17/11/2015 0:00:00"
"509";"UR000925";"Txinparta";"Restaurantes";"Sin definir";"Centro Com. La Morea, A-7 0 ";"CORDOVILLA";"GALAR";"Cuenca de Pamplona";"Sidrería";"24/08/2007 0:00:00"
"510";"ur000430";"Txistulari";"Restaurantes";"Sin definir";"Irún, Km. 4 0 ";"ARRE";"EZCABARTE";"Cuenca de Pamplona";"Casera o regional";"20/11/1985 0:00:00"
"511";"ur000406";"Txomin";"Restaurantes";"Sin definir";"Río 24";"UHARTE-ARAKIL";"UHARTE ARAKIL";"Pirineos";"Casera o regional";"04/01/1985 0:00:00"
"512";"UR000709";"Udako Etxea";"Restaurantes";"Tercera/1 tenedor";"Kaule. Monte Larun 0";"BERA";"BERA";"Pirineos";"Casera o regional";"15/06/1994 0:00:00"
"513";"ur000749";"Ugarte";"Restaurantes";"Sin definir";"Ansoain, 13-A 0 ";"ANSOAIN";"ANSOÁIN / ANTSOAIN";"Cuenca de Pamplona";"Casera o regional";"29/05/1992 0:00:00"
"514";"ur000624";"Urbasa";"Restaurantes";"Sin definir";"Santa María 40";"ZIORDIA";"ZIORDIA";"Pirineos";"Casera o regional";"11/03/1991 0:00:00"
"515";"UR001065";"Urbasa";"Restaurantes";"Tercera/1 tenedor";"Estella-Olazagutía, km 30 0 ";"OLAZTI/OLAZAGUTIA";"OLAZTI / OLAZAGUTÍA";"Pirineos";"Casera o regional";"07/11/2014 0:00:00"
"516";"UR001041";"Urbia";"Restaurantes";"Sin definir";"San Salvador 33";"URDAZUBI/URDAX";"URDAZUBI / URDAX";"Pirineos";"Asador, De autor";"06/06/2013 0:00:00"
"517";"ur000134";"Urdax";"Restaurantes";"Sin definir";"Mº. de Urdax 45";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Casera o regional";"26/09/1971 0:00:00"
"518";"ur000703";"Urederra";"Restaurantes";"Sin definir";"La Fuente 15";"BAQUEDANO";"AMÉSCOA BAJA";"Pirineos";"Casera o regional";"21/03/1994 0:00:00"
"519";"UR001079";"Uxoa";"Restaurantes";"Segunda/2 Tenedores";"Industrial 0";"ARIZKUN";"BAZTAN";"Pirineos";"Casera o regional";"02/02/2015 0:00:00"
"520";"UR001140";"Valcarce";"Restaurantes";"Tercera/1 tenedor";"Montes del Cierzo 86";"TUDELA";"TUDELA";"La Ribera";"Asador, Casera o regional, De tapas y raciones";"11/11/2021 0:00:00"
"521";"UR000986";"Valcarce Ribaforada";"Restaurantes";"Sin definir";"Autovía A-68 km 105,600 0 ";"RIBAFORADA";"RIBAFORADA";"La Ribera";"Casera o regional";"08/02/2010 0:00:00"
"522";"ur000831";"Valle de Aranguren";"Restaurantes";"Sin definir";"Polígono Mutilva Baja, C/ A 101 ";"MUTILVA";"ARANGUREN";"Cuenca de Pamplona";"Casera o regional";"15/10/1999 0:00:00"
"523";"UR000644";"Venecia";"Restaurantes";"Segunda/2 Tenedores";"Diputación 70";"AZAGRA";"AZAGRA";"La Ribera";"Casera o regional";"22/05/1991 0:00:00"
"524";"ur000179";"Venta de Arlas";"Restaurantes";"Sin definir";"Ctra NA- 115, KM 18 0 ";"PERALTA";"PERALTA / AZKOIEN";"La Ribera";;"26/07/2004 0:00:00"
"525";"ur000420";"Venta de Juan Pito";"Restaurantes";"Sin definir";"Puerto de Belagua 0";"ISABA";"ISABA / IZABA";"Pirineos";"Casera o regional";"15/07/1985 0:00:00"
"526";"UR000196";"Venta de Larrión";"Restaurantes";"Segunda/2 Tenedores";"Urbasa 8";"LARRIÓN";"ALLÍN / ALLIN";"Zona Media";;"14/10/1981 0:00:00"
"527";"ur000088";"Venta de Pagozelay";"Restaurantes";"Sin definir";"Autovía A-15, km 34 0 ";"GORRITI";"LARRAUN";"Pirineos";"Casera o regional";"26/09/2001 0:00:00"
"528";"UR000947";"Venta Landíbar";"Restaurantes";"Sin definir";"Dantxarinea 0";"URDAZUBI/URDAX";"URDAZUBI / URDAX";"Pirineos";"Casera o regional";"14/05/2008 0:00:00"
"529";"UR000732";"Venta Muguiro";"Restaurantes";"Primera/3 tenedores";"Autovia A-15 ( Salida 123) 0";"MUGIRO";"LARRAUN";"Pirineos";"Casera o regional";"28/12/1995 0:00:00"
"530";"UR000050";"Venta Paco";"Restaurantes";"Segunda/2 Tenedores";"Dancharinea 0";"URDAZUBI/URDAX";"URDAZUBI / URDAX";"Pirineos";"Casera o regional";"08/12/1967 0:00:00"
"531";"UR000367";"Venta Patxi";"Restaurantes";"Tercera/1 tenedor";"Dancharinea 0";"URDAZUBI/URDAX";"URDAZUBI / URDAX";"Pirineos";"Casera o regional";"17/01/1984 0:00:00"
"532";"UR000946";"Venta Peio";"Restaurantes";"Sin definir";"Dantxarinea 0";"URDAZUBI/URDAX";"URDAZUBI / URDAX";"Pirineos";"Casera o regional";"14/05/2008 0:00:00"
"533";"UR111014";"Venta Peio";"Restaurantes";"Sin definir";"Barrio de Ventas 0";"LUZAIDE/VALCARLOS";"LUZAIDE / VALCARLOS";"Pirineos";"Internacional";"07/09/2011 0:00:00"
"534";"UR000757";"Villa Marcilla";"Restaurantes";"Segunda/2 Tenedores";"de la Estación 0 S/N";"MARCILLA";"MARCILLA";"La Ribera";"Casera o regional, Casera o regional";"06/03/1996 0:00:00"
"535";"UR000235";"Vista Alegre";"Restaurantes";"Tercera/1 tenedor";"Vista Alegre 31";"OLAZTI/OLAZAGUTIA";"OLAZTI / OLAZAGUTÍA";"Pirineos";"Casera o regional";"22/07/1981 0:00:00"
"536";"ur000712";"Vizcay";"Restaurantes";"Sin definir";"Zubiarte 27";"HUARTE";"HUARTE / UHARTE";"Cuenca de Pamplona";"Casera o regional";"13/03/1995 0:00:00"
"537";"UR001092";"Xabier";"Restaurantes";"Segunda/2 Tenedores";"Zona Turística s/n 0";"JAVIER";"JAVIER";"Zona Media";"Casera o regional, Innovadora";"24/07/2015 0:00:00"
"538";"UR000375";"Xaindu";"Restaurantes";"Sin definir";"Pekotxeta 0";"LUZAIDE/VALCARLOS";"LUZAIDE / VALCARLOS";"Pirineos";"Internacional";"04/04/2001 0:00:00"
"539";"UR000206";"Yanguas";"Restaurantes";"Segunda/2 Tenedores";"Yanguas y Miranda 21";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";;"30/09/2004 0:00:00"
"540";"UR001066";"Yerri";"Restaurantes";"Segunda/2 Tenedores";"Yerri 35";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA";"Zona Media";"Casera o regional";"07/11/2014 0:00:00"
"541";"UR000859";"Yon";"Restaurantes";"Segunda/2 Tenedores";"Polígono Landaben C/D 0 S/N";"PAMPLONA";"PAMPLONA / IRUÑA";"Cuenca de Pamplona";"Casera o regional";"28/01/2000 0:00:00"
"542";"UR000745";"Zalain";"Restaurantes";"Sin definir";"Zalain 0";"BERA";"BERA";"Pirineos";"Casera o regional";"28/12/1995 0:00:00"
"543";"UR000995";"Zaldu";"Restaurantes";"Tercera/1 tenedor";"Errotaldea 28";"OROZ-BETELU";"OROZ-BETELU / OROTZ-BETELU";"Pirineos";"Casera o regional";"23/07/2010 0:00:00"
"544";"UR000994";"Zona Rocópolis";"Restaurantes";"Sin definir";"Cañada Real 20";"BERRIOPLANO";"BERRIOPLANO / BERRIOBEITI";"Cuenca de Pamplona";"Casera o regional";"16/07/2010 0:00:00"
