"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"PLAZAS";"FECHA DE INSCRIPCION"
"1930";"UAT01457";"Pamplona Inn San Antón";"Apartamento Turístico";"Segunda/2 Llaves";"San Antón 27 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"09/06/2023 0:00:00"
"1931";"UAT01117";"Pamplona Nico-Andy";"Apartamento Turístico";"Tercera/1 Llave";"Benjamín de Tudela 8 1º D";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"15/02/2021 0:00:00"
"1932";"UH000736";"Pamplona Plaza";"Hotel";"3 Estrellas";"Marcelo Celayeta 35 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"50";"26/12/2001 0:00:00"
"1933";"UAT01474";"Pamplona Prime 1";"Apartamento Turístico";"Primera/3 Llaves";"Mutilva Alta 20 Bajo A";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"22/06/2023 0:00:00"
"1934";"UAT01476";"Pamplona Prime 2";"Apartamento Turístico";"Primera/3 Llaves";"Mutilva Alta  20 bajo B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"22/06/2023 0:00:00"
"1935";"UAT01477";"Pamplona Prime 3";"Apartamento Turístico";"Primera/3 Llaves";"Mutilva Alta 18 bajo A";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"22/06/2023 0:00:00"
"1936";"UAT00896";"Papel Armado 1";"Apartamento Turístico";"Segunda/2 Llaves";"Caldereros 33 1º";"TUDELA";"TUDELA  ";"La Ribera";"2";"16/04/2019 0:00:00"
"1937";"UAT00897";"Papel Armado 2";"Apartamento Turístico";"Segunda/2 Llaves";"Caldereros 33 2º";"TUDELA";"TUDELA  ";"La Ribera";"2";"16/04/2019 0:00:00"
"1938";"UAT00898";"Papel Armado 3";"Apartamento Turístico";"Segunda/2 Llaves";"Caldereros 33 3º";"TUDELA";"TUDELA  ";"La Ribera";"3";"16/04/2019 0:00:00"
"1939";"UATR0094";"Pardix I";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Francisco Antxorena 0 ";"ORBAIZETA";"ORBAIZETA ";"Pirineos";"4";"14/02/2008 0:00:00"
"1940";"UATR0094(BIS)";"Pardix II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Francisco Antxorena 0 ";"ORBAIZETA";"ORBAIZETA ";"Pirineos";"4";"28/01/2008 0:00:00"
"1941";"UCR00056";"Parriola";"Casa rural habitaciones";"CRH 2 Estrellas";"San Andrés 0 S/N";"VILLANUEVA DE ARCE";"ARCE / ARTZI  ";"Pirineos";"12";"06/11/1990 0:00:00"
"1942";"UPE00710";"Pasadena";"Pensión";"P*";"Pio XII 32 3º D";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"19";"17/05/2000 0:00:00"
"1943";"UAT00157";"Pasaleku";"Apartamento Turístico";"Segunda/2 Llaves";"Pasalekua 1 1ºA";"AOIZ";"AOIZ / AGOITZ ";"Pirineos";"5";"23/12/2009 0:00:00"
"1944";"UCR00772";"Paskalena II";"Casa rural vivienda";"CRV 2 Estrellas";" San Blas 23 ";"OLZA";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"6";"21/12/2006 0:00:00"
"1945";"UATR1427";"Paskualtzubi";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Ote Kalea 14 2º";"LESAKA";"LESAKA  ";"Pirineos";"6";"12/05/2023 0:00:00"
"1946";"UVTR0504";"Passivescape-1";"Vivienda Turística Rural";"Segunda/2 Llaves";"Larreberri 18 ";"IBERO";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"14";"11/01/2017 0:00:00"
"1947";"UVTR0493";"Passivescape-2";"Vivienda Turística Rural";"Segunda/2 Llaves";"Larreberri 16 A";"IBERO";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"12";"14/11/2016 0:00:00"
"1948";"UAT01104";"Patio de Gigantes";"Apartamento Turístico";"Segunda/2 Llaves";"Descalzos 70 1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"17/11/2020 0:00:00"
"1949";"UPE00948";"Patxikuzuria";"Pensión";"P*";"Iturrizar 2 ";"AURIZBERRI/ESPINAL";"ERRO  ";"Pirineos";"6";"25/07/2019 0:00:00"
"1950";"UAT01301";"Paulino Caballero 15-1ºB";"Apartamento Turístico";"Tercera/1 Llave";"Paulino Caballero 15 1ºB";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"17/06/2022 0:00:00"
"1951";"UPE00666";"Payvi II";"Pensión";"P*";"Pio XII 24 3º B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"10";"07/08/1996 0:00:00"
"1952";"UCR00382";"Pedroarena";"Casa rural habitaciones";"CRH 2 Estrellas";"Berexi 6 ";"AURITZ/BURGUETE";"AURITZ / BURGUETE ";"Pirineos";"12";"31/07/1997 0:00:00"
"1953";"UAT00709";"Pedroenea";"Apartamento Turístico";"Segunda/2 Llaves";"Aita Donostia 24 1º Dcha ";"ELIZONDO";"BAZTAN  ";"Pirineos";"4";"19/12/2017 0:00:00"
"1954";"UATR0173(BIS)";"Pedroixko Etxea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Ezpandoia 17 ";"UZTÁRROZ";"UZTÁRROZ / UZTARROZE  ";"Pirineos";"5";"15/06/2010 0:00:00"
"1955";"UCR01179";"Pedronea";"Casa rural vivienda";"CRV 4 Estrellas";"Santa Lucía 5 ";"ELTSO";"ULTZAMA ";"Pirineos";"12";"19/06/2021 0:00:00"
"1956";"UAT00615";"Pelaires";"Apartamento Turístico";"Tercera/1 Llave";"Ruiz de Alda  25 1º- Dcha ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"3";"05/07/2017 0:00:00"
"1957";"UATR1287";"Peñaflor";"Apartamento Turístico Rural";"Primera/3 Llaves";"Real 88 2º Dcha";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"30/06/2022 0:00:00"
"1958";"UHS00720";"Peñalén";"Hostal";"HsG";"Variante Peralta Km 23,5 0 ";"PERALTA";"PERALTA / AZKOIEN ";"La Ribera";"46";"28/03/2001 0:00:00"
"1959";"UCR00610";"Pepabaita";"Casa rural vivienda";"CRV 2 Estrellas";"Mayor 15  ";"SUNBILLA";"SUNBILLA  ";"Pirineos";"8";"01/09/2003 0:00:00"
"1960";"UATR1031";"Peregarnea Etxea II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Nagusia 3 ";"BERROETA";"BAZTAN  ";"Pirineos";"6";"11/06/2020 0:00:00"
"1961";"UATR1469";"Peritxenea Landa I";"Apartamento Turístico";"Segunda/2 Llaves";"Zalain Zoko uzoa 3 ";"LESAKA";"LESAKA  ";"Pirineos";"4";"22/06/2023 0:00:00"
"1962";"UATR1470";"Peritxenea Landa II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Zalain Zoko auzoa 3 ";"LESAKA";"LESAKA  ";"Pirineos";"4";"22/06/2023 0:00:00"
"1963";"ucr00379";"Peruarnea";"Casa rural vivienda";"CRV 2 Estrellas";"Antsolokueta 0 ";"ETXALAR";"ETXALAR ";"Pirineos";"9";"16/07/1997 0:00:00"
"1964";"ucr00599";"Perugorria Berria";"Casa rural vivienda";"CRV 4 Estrellas";"Lakainazpeborro 0 ";"ETXALAR";"ETXALAR ";"Pirineos";"12";"30/04/2003 0:00:00"
"1965";"UCR00791";"Perunea";"Casa rural vivienda";"CRV 3 Estrellas";"Santa Cruz 5 ";"INTZA";"ARAITZ  ";"Pirineos";"10";"30/04/2007 0:00:00"
"1966";"UCR01046";"Perunea";"Casa rural habitaciones";"CRH 1 Estrella";"Alto 11 ";"GAINTZA";"ARAITZ  ";"Pirineos";"6";"02/10/2015 0:00:00"
"1967";"UCR01121";"Perunea II";"Casa rural vivienda";"CRV 3 Estrellas";"Santa Cruz  5 ";"INTZA";"ARAITZ  ";"Pirineos";"4";"03/05/2018 0:00:00"
"1968";"UHR00967";"Peruskenea";"Hotel rural";"2 Estrellas";"Peruskenea 1 ";"BERUETE";"BASABURUA ";"Pirineos";"19";"30/09/2021 0:00:00"
"1969";"UCR00191";"Petisansenea I";"Casa rural vivienda";"CRV 3 Estrellas";"Zuaztoi 0 s/n";"AZPILKUETA";"BAZTAN  ";"Pirineos";"12";"10/08/1993 0:00:00"
"1970";"UCR00217";"Petisansenea II";"Casa rural vivienda";"CRV 2 Estrellas";"Zuaztoi 0 s/n";"AZPILKUETA";"BAZTAN  ";"Pirineos";"4";"10/12/1993 0:00:00"
"1971";"UPE00946";"Petit Abay Mendavia";"Pensión";"P**";"De la Estación 27 ";"MENDAVIA";"MENDAVIA  ";"La Ribera";"10";"20/05/2019 0:00:00"
"1972";"UATR0395";"Petixenea";"Apartamento Turístico Rural";"Primera/3 Llaves";"San Andrés 44 ";"NARBARTE";"BERTIZARANA ";"Pirineos";"2";"04/05/2015 0:00:00"
"1973";"UATR0478";"Petretxema";"Apartamento Turístico Rural";"Tercera/1 Llave";"Bormapea 63 3ºL";"ISABA";"ISABA / IZABA ";"Pirineos";"3";"12/08/2016 0:00:00"
"1974";"UCR01081";"Peustenea";"Casa rural vivienda";"CRV 1 Estrella";"Elgoien 29 ";"LEITZA";"LEITZA  ";"Pirineos";"8";"18/11/2016 0:00:00"
"1975";"UHS00785";"Pichorradicas";"Hostal";"HsG";"Cortadores 11 ";"TUDELA";"TUDELA  ";"La Ribera";"14";"05/08/2005 0:00:00"
"1976";"UAT00721";"Pico De Ori";"Apartamento Turístico";"Tercera/1 Llave";"Pico De Ori 8 4º IZ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"16/01/2018 0:00:00"
"1977";"ucr00363";"Pierra";"Casa rural vivienda";"CRV 2 Estrellas";"Labaria 50 ";"OCHAGAVÍA";"OCHAGAVÍA / OTSAGABIA ";"Pirineos";"9";"05/02/1997 0:00:00"
"1978";"UCR00476";"Pierresena I";"Casa rural vivienda";"CRV 2 Estrellas";"San Esteban 0 S/N";"LARRÁYOZ";"JUSLAPEÑA / TXULAPAIN ";"Cuenca de Pamplona";"8";"24/05/2000 0:00:00"
"1979";"UCR00477";"Pierresena II";"Casa rural vivienda";"CRV 2 Estrellas";"San Esteban 0 S/N";"LARRÁYOZ";"JUSLAPEÑA / TXULAPAIN ";"Cuenca de Pamplona";"8";"24/05/2000 0:00:00"
"1980";"UAT00835";"Pilare";"Apartamento Turístico";"Segunda/2 Llaves";"El Pilar  9 ";"LUMBIER";"LUMBIER ";"Pirineos";"4";"10/08/2018 0:00:00"
"1981";"ucr00278";"Pilarraña";"Casa rural vivienda";"CRV 1 Estrella";"Pilarraña 8 ";"UJUÉ";"UJUÉ / UXUE ";"Zona Media";"4";"12/04/1995 0:00:00"
"1982";"UPE00708";"Pinilla";"Pensión";"P*";"Santa Vicenta 5 ";"CASCANTE";"CASCANTE  ";"La Ribera";"13";"19/01/2000 0:00:00"
"1983";"UATR0105";"Pirinargi";"Apartamento Turístico";"Primera/3 Llaves";"San Pedro 35 ";"ABAURREGAINA/ABAURREA ALTA";"ABAURREGAINA / ABAURREA ALTA  ";"Pirineos";"8";"09/05/2008 0:00:00"
"1984";"UATR1290";"Piskerra";"Apartamento Turístico Rural";"Tercera/1 Llave";"Real 88 1º dcha";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"3";"30/05/2022 0:00:00"
"1985";"UAT01359";"Piso Camino Catedral";"Apartamento Turístico";"Tercera/1 Llave";"Curia 12 1 izquierda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"14/12/2022 0:00:00"
"1986";"UAT00799";"Piso Centro Tudela";"Apartamento Turístico";"Segunda/2 Llaves";"Barrio Verde 16 3º izd";"TUDELA";"TUDELA  ";"La Ribera";"5";"15/03/2018 0:00:00"
"1987";"UAT00630";"Piso en el Corazon de Pamplona";"Apartamento Turístico";"Segunda/2 Llaves";"Navarreria 19 1º Iz";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"18/08/2017 0:00:00"
"1988";"UAT01501";"Piso sencillo y acogedor";"Apartamento Turístico";"Tercera/1 Llave";"San Esteban 7 3C";"BARAÑÁIN";"BARAÑÁIN / BARAÑAIN ";"Cuenca de Pamplona";"6";"19/07/2023 0:00:00"
"1989";"UAT00113";"Pistolo I y II";"Apartamento Turístico";"Segunda/2 Llaves";"Iribarren 2 ";"OCHAGAVÍA";"OCHAGAVÍA / OTSAGABIA ";"Pirineos";"4";"28/08/2008 0:00:00"
"1990";"UCR00930";"Platero II";"Casa rural vivienda";"CRV 2 Estrellas";"San Esteban 30 ";"CILDOZ";"EZCABARTE ";"Cuenca de Pamplona";"8";"22/06/2010 0:00:00"
"1991";"UHS00612";"Plaza";"Hostal";"HsG";"San José de Calasanz 3 ";"BUÑUEL";"BUÑUEL  ";"La Ribera";"9";"08/08/1990 0:00:00"
"1992";"UAT00602";"Plaza Castillo 27";"Apartamento Turístico";"Segunda/2 Llaves";" del Castillo  27 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"17/08/2017 0:00:00"
"1993";"UAT00500";"Plaza del Castillo";"Apartamento Turístico";"Tercera/1 Llave";"Pozo Blanco 5 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"17/10/2016 0:00:00"
"1994";"UAT01486";"Plaza del Castillo";"Apartamento Turístico";"Primera/3 Llaves";"del Castillo 18 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"28/06/2023 0:00:00"
"1995";"UAT01376";"Plaza Juana García A";"Apartamento Turístico";"Segunda/2 Llaves";"Juana García Orcoyen 13 bajo A";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"30/01/2023 0:00:00"
"1996";"UAT01377";"Plaza Juana García B";"Apartamento Turístico";"Segunda/2 Llaves";"Juana García Orcoyen 13 bajo B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"30/01/2023 0:00:00"
"1997";"UAT01378";"Plaza Juana García C";"Apartamento Turístico";"Segunda/2 Llaves";"Juana García Orcoyen 13 bajo C";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"30/01/2023 0:00:00"
"1998";"UAT00444";"Plaza Príncipe de Viana 1 y 2";"Apartamento Turístico";"Segunda/2 Llaves";"Sangüesa 2 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"7";"17/02/2016 0:00:00"
"1999";"UAT01059";"Plaza San Juan 1";"Apartamento Turístico";"Tercera/1 Llave";"San Juan 2 bajo duplex";"TUDELA";"TUDELA  ";"La Ribera";"2";"22/07/2020 0:00:00"
"2000";"UAT01061";"Plaza San Juan 2";"Apartamento Turístico";"Segunda/2 Llaves";"San Juan 2 1º dcha";"TUDELA";"TUDELA  ";"La Ribera";"2";"22/07/2020 0:00:00"
"2001";"UAT01060";"Plaza San Juan 3";"Apartamento Turístico";"Segunda/2 Llaves";"Sn Juan 2 1º izda";"TUDELA";"TUDELA  ";"La Ribera";"2";"22/07/2020 0:00:00"
"2002";"UAT01062";"Plaza San Juan 4";"Apartamento Turístico";"Segunda/2 Llaves";"San Juan 2 2º izda";"TUDELA";"TUDELA  ";"La Ribera";"2";"22/07/2020 0:00:00"
"2003";"UAT01063";"Plaza San Juan 5";"Apartamento Turístico";"Segunda/2 Llaves";"San Juan 2 2º dcha";"TUDELA";"TUDELA  ";"La Ribera";"2";"22/07/2020 0:00:00"
"2004";"UAT01268";"Plazaburua 3";"Apartamento Turístico";"Segunda/2 Llaves";"Plazaburua 3 1ºC";"ELIZONDO";"BAZTAN  ";"Pirineos";"4";"25/05/2022 0:00:00"
"2005";"UH000812";"Plazaola";"Hotel";"3 Estrellas";"Aralar 8 ";"IRURTZUN";"IRURTZUN  ";"Pirineos";"68";"07/09/2007 0:00:00"
"2006";"UCR00957";"Plazaola";"Casa rural vivienda";"CRV 3 Estrellas";"Erreka 3 bis";"LEITZA";"LEITZA  ";"Pirineos";"6";"26/05/2011 0:00:00"
"2007";"UPE00764";"Posada de Egüés";"Pensión";"P**";"Industrial de Egüés, C/ Z 29 ";"EGÜÉS";"VALLE DE EGÜÉS / EGUESIBAR  ";"Cuenca de Pamplona";"38";"17/10/2003 0:00:00"
"2008";"UHSR0739";"Posada de Oitz";"Hostal";"HsRural";"Única 43 ";"OIZ";"OIZ ";;"6";"28/11/2001 0:00:00"
"2009";"UAB00026";"Posada de Ollo";"Albergue turístico";"2ª Categoria";"Santo Tomás 44 ";"OLLO";"VALLE DE OLLO / OLLARAN ";"Cuenca de Pamplona";"56";"10/11/2006 0:00:00"
"2010";"UATR1114";"Posada de Urrotz";"Apartamento Turístico Rural";"Tercera/1 Llave";"San Miguel 1 ";"URROZ";"URROTZ  ";"Pirineos";"6";"02/12/2020 0:00:00"
"2011";"ucr00714";"Posada de Ziga";"Casa rural habitaciones";"CRH 3 Estrellas";"Nagusia 5 ";"ZIGA";"BAZTAN  ";"Pirineos";"8";"07/09/2007 0:00:00"
"2012";"UAB00112";"Posada Ecuestre Javier Coronas";"Albergue turístico";"1ª Categoria";"Camino del Planillo S/N  0 ";"TAFALLA";"TAFALLA ";"Zona Media";"8";"11/04/2017 0:00:00"
"2013";"UHSR0970";"Posada Ecuestre Mokorroko Borda";"Hostal";"HsRural";"Altxur 0 ";"ETXALEKU";"IMOTZ ";"Pirineos";"8";"18/11/2021 0:00:00"
"2014";"UPE00922";"Posada el Camino";"Pensión";"P*";"San Saturnino 46 ";"LINTZOAIN";"ERRO  ";"Pirineos";"8";"28/06/2017 0:00:00"
"2015";"UHSR0759";"Posada Elbete";"Hostal";"HsRural";"Mayor, s/n (plaza) 0 ";"ELBETE";"BAZTAN  ";"Pirineos";"13";"02/07/2003 0:00:00"
"2016";"UHSR0705";"Posada Palacio Beola";"Hostal";"HsRural";"Mayor 13 ";"ALMANDOZ";"BAZTAN  ";"Pirineos";"31";"14/10/1999 0:00:00"
"2017";"UPE00981";"Posada Reino de Navarra";"Pensión";"P*";"San Nicolás 29 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"8";"27/06/2023 0:00:00"
"2018";"uhsr0641";"Posada Sarigarri";"Hostal";"HsRural";"San Martín 6 ";"ABAURREPEA/ABAURREA BAJA";"ABAURREPEA / ABAURREA BAJA  ";"Pirineos";"17";"08/06/1994 0:00:00"
"2019";"ucr00708";"Posadica Casa Aldabe";"Casa rural vivienda";"CRV 2 Estrellas";"Los Fueros 20 ";"SAN MARTÍN DE UNX";"SAN MARTÍN DE UNX ";"Zona Media";"10";"30/06/2005 0:00:00"
"2020";"UAT01073";"POZO BLANCO PAMPLONAPARTMENTS 101";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"31/07/2020 0:00:00"
"2021";"UAT01074";"POZO BLANCO PAMPLONAPARTMENTS 201";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"31/07/2021 0:00:00"
"2022";"UAT01075";"POZO BLANCO PAMPLONAPARTMENTS 202";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"31/07/2020 0:00:00"
"2023";"UAT01076";"POZO BLANCO PAMPLONAPARTMENTS 301";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"31/07/2020 0:00:00"
"2024";"UAT01077";"POZO BLANCO PAMPLONAPARTMENTS 302";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"31/07/2020 0:00:00"
"2025";"UAT01078";"POZO BLANCO PAMPLONAPARTMENTS 401";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 4º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"31/07/2020 0:00:00"
"2026";"UAT01079";"POZO BLANCO PAMPLONAPARTMENTS 402";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 4º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"31/07/2020 0:00:00"
"2027";"UAT01080";"POZO BLANCO PAMPLONAPARTMENTS 501";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 5º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"31/07/2020 0:00:00"
"2028";"UAT01081";"POZO BLANCO PAMPLONAPARTMENTS 502";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 5º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"31/07/2020 0:00:00"
"2029";"UAT01082";"POZO BLANCO PAMPLONAPARTMENTS 601";"Apartamento Turístico";"Tercera/1 Llave";"Pozoblanco 20 6º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"31/07/2020 0:00:00"
"2030";"UCR01133";"Praxedes Enea";"Casa rural vivienda";"CRV 2 Estrellas";"Valdizarbe 14 ";"AÑORBE";"AÑORBE  ";"Zona Media";"12";"03/05/2018 0:00:00"
"2031";"UATR0300";"Primorena Txiki";"Apartamento Turístico Rural";"Tercera/1 Llave";"San Saturnino 11 ";"LINTZOAIN";"ERRO  ";"Pirineos";"4";"29/04/2014 0:00:00"
"2032";"UAT01511";"Príncipe de Viana";"Apartamento Turístico";"Primera/3 Llaves";"Zaragoza 4 1ºB";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"09/09/2023 0:00:00"
"2033";"UAB00087";"Puente";"Albergue turístico";"del Camino de Santiago";"Cerco Nuevo 37 ";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"40";"07/11/2014 0:00:00"
"2034";"UATR0326";"Puente de la Rabia";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Puente de la Rabia 3 3ºC";"ZUBIRI";"ESTERIBAR ";"Pirineos";"4";"30/10/2014 0:00:00"
"2035";"UATR1101";"Puente la Reina I";"Apartamento Turístico Rural";"Tercera/1 Llave";"Emilio Arrieta 21 1º";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"4";"29/11/2020 0:00:00"
"2036";"UATR0613";"Puente la Reina II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Emilio Arrieta 21 2º";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"4";"03/07/2017 0:00:00"
"2037";"UH00977";"Puerta de Irati";"Hotel";"3 Estrellas";"Zatalarrañas 2 ";"OCHAGAVÍA";"OCHAGAVÍA / OTSAGABIA ";"Pirineos";"74";"02/03/2023 0:00:00"
"2038";"UAT01316";"Puy Monleón";"Apartamento Turístico";"Primera/3 Llaves";"Sann Benito 2 3º B";"CORELLA";"CORELLA ";"La Ribera";"6";"28/07/2022 0:00:00"
"2039";"UCR00572";"Quintina";"Casa rural vivienda";"CRV 2 Estrellas";"El Palazón 19 ";"CÁSEDA";"CÁSEDA  ";"Zona Media";"6";"13/11/2002 0:00:00"
"2040";"UHR00376";"Quinto Real";"Hotel rural";"1 Estrella";"Pamplona-Francia km. 27 0 ";"EUGI";"ESTERIBAR ";"Pirineos";"36";"28/06/1968 0:00:00"
"2041";"UATR1286";"Rallon";"Apartamento Turístico Rural";"Primera/3 Llaves";"Real 88 2º Izda";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"30/05/2022 0:00:00"
"2042";"UAT01313";"Refugio de Bardenas";"Apartamento Turístico";"Segunda/2 Llaves";"constitución 9 ";"BUÑUEL";"BUÑUEL  ";"La Ribera";"4";"14/07/2022 0:00:00"
"2043";"UAB00129";"Refugio de Belagua";"Albergue turístico";"2ª Categoria";"Na-137 Km. 52 Puerto de Belagu 0 ";"ISABA";"ISABA / IZABA ";"Pirineos";"0";"02/09/2020 0:00:00"
"2044";"UH000022";"Remigio";"Hotel";"3 Estrellas";"Gaztanbide 4 ";"TUDELA";"TUDELA  ";"La Ribera";"74";"09/06/1949 0:00:00"
"2045";"UCR00939";"Reparaz";"Casa rural vivienda";"CRV 2 Estrellas";"Nagusia 34 ";"ARBIZU";"ARBIZU  ";"Pirineos";"6";"13/08/2010 0:00:00"
"2046";"UAT00945";"Residencial Paraíso";"Apartamento Turístico";"Primera/3 Llaves";"Hiladores 12 2º A";"CORELLA";"CORELLA ";"La Ribera";"6";"15/07/2019 0:00:00"
"2047";"ucr00417";"Rey";"Casa rural vivienda";"CRV 2 Estrellas";"San Pedro 21 ";"BIZKARRETA-GERENDIAIN";"ERRO  ";"Pirineos";"5";"23/09/1998 0:00:00"
"2048";"UAT00466";"Ribera Navarra-Bardenas";"Apartamento Turístico";"Segunda/2 Llaves";"Pamplona 4 esca dcha, 1C";"CASTEJÓN";"CASTEJÓN  ";"La Ribera";"6";"29/06/2016 0:00:00"
"2049";"UCT00013";"Riezu";"Camping";"3 estrellas";"PNA-Estella (por Etxauri) 0 ";"RIEZU";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"400";"27/05/1992 0:00:00"
"2050";"UAT01015";"Rincón de Altikarra";"Apartamento Turístico";"Segunda/2 Llaves";"Cañada de Santa Águeda 10 bajo";"UNDIANO";"CIZUR ";"Cuenca de Pamplona";"2";"14/01/2020 0:00:00"
"2051";"UAT00208";"Rincón del Bú";"Apartamento Turístico";"Segunda/2 Llaves";"Blanca de Navarra 6 ";"CORTES";"CORTES  ";"La Ribera";"2";"18/05/2011 0:00:00"
"2052";"UAT00245";"Rincón del Bú II";"Apartamento Turístico";"Primera/3 Llaves";"Blanca de Navarra 6 ";"CORTES";"CORTES  ";"La Ribera";"6";"20/08/2012 0:00:00"
"2053";"UAT01183";"Rincón del Redín";"Apartamento Turístico";"Primera/3 Llaves";"Redín 2 bajo";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"04/11/2021 0:00:00"
"2054";"UAB00086";"Rio Arga Ibaia";"Albergue turístico";"del Camino de Santiago";"Puente de la Rabia 7 ";"ZUBIRI";"ESTERIBAR ";"Pirineos";"20";"03/10/2014 0:00:00"
"2055";"UH000800";"Ríos";"Hotel";"3 Estrellas";"Celso Muerza 18 ";"SAN ADRIÁN";"SAN ADRIÁN  ";"La Ribera";"46";"06/09/2006 0:00:00"
"2056";"UHS00927";"Rodas Pamplona";"Hostal";"HsG";"Estella 10 1º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"14";"27/07/2017 0:00:00"
"2057";"UAT00660";"Romy";"Apartamento Turístico";"Tercera/1 Llave";"Mayor 41 2º";"LUMBIER";"LUMBIER ";"Pirineos";"3";"28/09/2017 0:00:00"
"2058";"UHR00855";"Roncesvalles";"Hotel rural";"3 Estrellas";"Ntra Sra de Roncesvalles 14 ";"ORREAGA/RONCESVALLES";"ORREGA / RONCESVALLES ";"Pirineos";"32";"09/12/2009 0:00:00"
