"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"PLAZAS";"FECHA DE INSCRIPCION"
"132";"UAT00568";"Amaiur 2";"Apartamento Turístico";"Segunda/2 Llaves";"Navarreria 16 1º";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"3";"31/05/2017 0:00:00"
"133";"UAB00127";"Amaiur Aterpetxea";"Albergue turístico";"del Camino de Santiago";"Nagusia 21 2º";"AMAIUR/MAYA";"BAZTAN  ";"Pirineos";"40";"24/06/2020 0:00:00"
"134";"UCR00757";"Amaiurko Errota";"Casa rural vivienda";"CRV 2 Estrellas";"Mayor 5 ";"AMAIUR/MAYA";"BAZTAN  ";"Pirineos";"4";"28/08/2006 0:00:00"
"135";"UAB00091";"Amalur";"Albergue turístico";"2ª Categoria";"Cerco Viejo 3 Bajo";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"20";"24/12/2014 0:00:00"
"136";"UATR0206";"Amalur Etxea I";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Irigoiena 11 Dcha";"EZCÁROZ";"EZCÁROZ / EZKAROZE  ";"Pirineos";"6";"03/05/2011 0:00:00"
"137";"UATR0206(BIS)";"Amalur Etxea II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Irigoiena 11 Izda";"EZCÁROZ";"EZCÁROZ / EZKAROZE  ";"Pirineos";"6";"29/04/2011 0:00:00"
"138";"UAT01203";"Amandere";"Apartamento Turístico";"Segunda/2 Llaves";"Río Urrobi 14 1º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"01/02/2022 0:00:00"
"139";"UCR01106";"Amazonas";"Casa rural vivienda";"CRV 3 Estrellas";"Urbanización Ukulu 15 Casa Amazonas";"SUNBILLA";"SUNBILLA  ";"Pirineos";"8";"27/07/2017 0:00:00"
"140";"UAT00329";"Ambiente Histórico en Casco Viejo";"Apartamento Turístico";"Tercera/1 Llave";"Tejeria 7 4º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"22/04/2015 0:00:00"
"141";"UPE00865";"Amets";"Pensión";"P*";"Gerestegi 25 ";"ZUBIRI";"ESTERIBAR ";"Pirineos";"9";"11/08/2010 0:00:00"
"142";"UAT01343";"Amezti";"Apartamento Turístico";"Segunda/2 Llaves";"Giltxaurdi 40 3 B";"ELIZONDO";"BAZTAN  ";"Pirineos";"4";"13/09/2022 0:00:00"
"143";"UHS00642";"Ameztia";"Hostal";"HsG";"Ameztia 9 ";"DONEZTEBE/SANTESTEBAN";"DONEZTEBE / SANTESTEBAN ";"Pirineos";"17";"21/09/1994 0:00:00"
"144";"UHS00934";"Ameztia II";"Hostal";"HsG";"Ameztia  11 ";"DONEZTEBE/SANTESTEBAN";"DONEZTEBE / SANTESTEBAN ";"Pirineos";"20";"14/06/2018 0:00:00"
"145";"UCR01039";"Amillano";"Casa rural vivienda";"CRV 1 Estrella";"Nueva 6 ";"AMILLANO";"ALLÍN / ALLIN ";"Zona Media";"10";"23/03/2015 0:00:00"
"146";"UHSR0964";"Amillano Rural Suites";"Hostal";"HsRural";"San Román 1 ";"AMILLANO";"ALLÍN / ALLIN ";"Zona Media";"10";"12/07/2021 0:00:00"
"147";"UAT00238";"Ana";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Juan Cruz Labeaga 19 3ºizda";"VIANA";"VIANA ";"Zona Media";"6";"04/07/2012 0:00:00"
"148";"UAT01446";"Ana";"Apartamento Turístico";"Primera/3 Llaves";"Serrallo 14 ";"ARRÓNIZ";"ARRÓNIZ ";"Zona Media";"4";"31/05/2023 0:00:00"
"149";"UVT00543";"Ana Lobera";"Vivienda Turística";"Segunda/2 Llaves";"Fuente Canónigos  2 ";"TUDELA";"TUDELA  ";"La Ribera";"7";"22/06/2017 0:00:00"
"150";"UAT01028";"Anamar";"Apartamento Turístico";"Primera/3 Llaves";"Zapatería 7 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"15/06/2020 0:00:00"
"151";"UVTR1369";"Andalorrea";"Vivienda Turística Rural";"Primera/3 Llaves";"Andalorrea 6 2º";"GARTZAIN";"BAZTAN  ";"Pirineos";"6";"15/12/2022 0:00:00"
"152";"UH000706";"Andía";"Hotel";"4 Estrellas";"Ipertegui 1 ";"ORKOIEN";"ORKOIEN ";"Cuenca de Pamplona";"242";"28/10/1999 0:00:00"
"153";"UAB00077";"Andres Muñoz";"Albergue turístico";"del Camino de Santiago";"Ruinas de San Pedro s/n 0 ";"VIANA";"VIANA ";"Zona Media";"46";"09/04/2014 0:00:00"
"154";"UCR00786";"Andueza";"Casa rural vivienda";"CRV 2 Estrellas";"Larga 9 ";"GASTIÁIN";"LANA  ";"Zona Media";"8";"16/04/2007 0:00:00"
"155";"UAB00072";"Anfas";"Albergue turístico";"del Camino de Santiago";"Cordeleros 7 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"34";"19/09/2013 0:00:00"
"156";"UATR0818";"Angiz II";"Apartamento Turístico Rural";"Primera/3 Llaves";"Ukulu urbanizazioa 4 ";"SUNBILLA";"SUNBILLA  ";"Pirineos";"2";"03/07/2018 0:00:00"
"157";"UATR1516";"Angiz III";"Apartamento Turístico Rural";"Primera/3 Llaves";"Urkulu 4 ";"SUNBILLA";"SUNBILLA  ";"Pirineos";"2";"12/05/2023 0:00:00"
"158";"UCR00667";"Angoiko Etxea";"Casa rural vivienda";"CRV 2 Estrellas";"San Benito 8 ";"BAKAIKU";"BAKAIKU ";"Pirineos";"10";"15/11/2004 0:00:00"
"159";"UCR01202";"Anie";"Casa rural vivienda";"CRV 2 Estrellas";"Bormapea 85 ";"ISABA";"ISABA / IZABA ";"Pirineos";"5";"30/03/2023 0:00:00"
"160";"UATR0247";"Anikuenea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Zalain Zoko Auzoa 6 ";"LESAKA";"LESAKA  ";"Pirineos";"4";"22/08/2012 0:00:00"
"161";"UATR0334";"Anikuenea II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Zalain Zoko Auzoa 6 Dcha";"LESAKA";"LESAKA  ";"Pirineos";"2";"16/12/2014 0:00:00"
"162";"UAT01432";"Ansoain 13";"Apartamento Turístico";"Primera/3 Llaves";"quiñones 13 1 B";"ANSOAIN";"ANSOÁIN / ANTSOAIN  ";"Cuenca de Pamplona";"5";"18/05/2023 0:00:00"
"163";"UAT01132";"Ansoleaga 25";"Apartamento Turístico";"Segunda/2 Llaves";"Ansoleaga 25 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"7";"06/05/2021 0:00:00"
"164";"UHSR0969";"Ansonea";"Hostal";"HsRural";"Los Fueros 1 ";"BERA";"BERA  ";"Pirineos";"14";"10/11/2021 0:00:00"
"165";"UAT00919";"Antique Pamplona Apartments 001";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 18 planta baja";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"166";"UAT00920";"Antique Pamplona Apartments 101";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 18 1ª";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"167";"UAT00921";"Antique Pamplona Apartments 102";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 18 1ª";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"168";"UAT00922";"Antique Pamplona Apartments 201";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 18 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"169";"UAT00923";"Antique Pamplona Apartments 202";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 18 2ª";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"170";"UAT00924";"Antique Pamplona Apartments 301";"Apartamento Turístico";"Tercera/1 Llave";"Dormitaleria 18 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"171";"UAT00925";"Antique Pamplona Apartments 302";"Apartamento Turístico";"Tercera/1 Llave";"Dormitalería 18 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"08/05/2019 0:00:00"
"172";"UAT00926";"Antique Pamplona Apartments 401";"Apartamento Turístico";"Tercera/1 Llave";"Dormitaleria 18 4º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"08/05/2019 0:00:00"
"173";"UAT01368";"Antón";"Apartamento Turístico";"Tercera/1 Llave";"San Antón 59 1º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"13/01/2023 0:00:00"
"174";"UCR00434";"Antxerena I";"Casa rural habitaciones";"CRH 1 Estrella";"San Martín 0 S/N";"OSÁCAR";"JUSLAPEÑA / TXULAPAIN ";"Cuenca de Pamplona";"6";"21/04/1999 0:00:00"
"175";"ucr00435";"Antxerena II";"Casa rural vivienda";"CRV 1 Estrella";"San Martín 0 S/N";"OSÁCAR";"JUSLAPEÑA / TXULAPAIN ";"Cuenca de Pamplona";"6";"21/04/1999 0:00:00"
"176";"UCR00211";"Antxurne";"Casa rural vivienda";"CRV 2 Estrellas";"Lurriztiederra 0 ";"ETXALAR";"ETXALAR ";"Pirineos";"7";"10/12/1993 0:00:00"
"177";"UCR01087";"Apainduri";"Casa rural vivienda";"CRV 1 Estrella";"San Bartolone 7 ";"ZILBETI";"ERRO  ";"Pirineos";"8";"16/03/2017 0:00:00"
"178";"ucr00725";"Apaiolarre I";"Casa rural vivienda";"CRV 3 Estrellas";"Apaoia 0 S/N";"AZPILKUETA";"BAZTAN  ";"Pirineos";"8";"19/10/2005 0:00:00"
"179";"UCR00740";"Apaiolarre II";"Casa rural vivienda";"CRV 3 Estrellas";"Apaioa 0 ";"AZPILKUETA";"BAZTAN  ";"Pirineos";"8";"26/04/2006 0:00:00"
"180";"UAT01105";"Apartamento amplio y equipado en el centro de Tudela";"Apartamento Turístico";"Segunda/2 Llaves";"Juan Antonio Fernández 16 4º";"TUDELA";"TUDELA  ";"La Ribera";"6";"17/11/2020 0:00:00"
"181";"UAT00855";"Apartamento de la Plaza";"Apartamento Turístico";"Segunda/2 Llaves";"Horno  2 1º";"ABLITAS";"ABLITAS ";"La Ribera";"2";"14/01/2019 0:00:00"
"182";"UAT01188";"apartamento turístico Ribaforada";"Apartamento Turístico";"Tercera/1 Llave";"Diputación 4 ";"RIBAFORADA";"RIBAFORADA  ";"La Ribera";"6";"16/11/2021 0:00:00"
"183";"UATR0886";"Apartamentos Elizondo Center 2";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Jaime Urrutia 57 3º dcha";"ELIZONDO";"BAZTAN  ";"Pirineos";"4";"25/03/2019 0:00:00"
"184";"UATR1067";"Apartamentos Gebala, 2";"Apartamento Turístico Rural";"Primera/3 Llaves";"De los Fueros 31 1º B";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"28/07/2020 0:00:00"
"185";"UATR1069";"Apartamentos Gebala, 4.";"Apartamento Turístico Rural";"Primera/3 Llaves";"de los Fueros 31 2B";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"28/07/2020 0:00:00"
"186";"UATR0442";"Apartamentos Larrayoz I, II, III, IV, V, VI, VII, VIII, IX";"Apartamento Turístico Rural";"Segunda/2 Llaves";"San Esteban 4 ";"LARRÁYOZ";"JUSLAPEÑA / TXULAPAIN ";"Cuenca de Pamplona";"0";"19/05/2016 0:00:00"
"187";"UAT01138";"Apartamentos Pamplona";"Apartamento Turístico";"Segunda/2 Llaves";"Villava 18 B-1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"08/06/2021 0:00:00"
"188";"UCR00748";"Apezetxea";"Casa rural vivienda";"CRV 2 Estrellas";"San Cristobal 22 ";"ARRUITZ";"LARRAUN ";"Pirineos";"16";"21/06/2006 0:00:00"
"189";"UATR0823";"Apezetxea";"Apartamento Turístico Rural";"Tercera/1 Llave";"San Miguel 25 Bajo Dcha ";"EGUÍLLOR";"ATETZ / ATEZ  ";"Pirineos";"6";"14/01/2019 0:00:00"
"190";"UCR01108";"Apeztiberri";"Casa rural vivienda";"CRV 3 Estrellas";"Inza 5 ";"BETELU";"BETELU  ";"Pirineos";"12";"27/07/2017 0:00:00"
"191";"UCR00636";"Apolonia";"Casa rural vivienda";"CRV 3 Estrellas";"del Norte 35 ";"ARTAZU";"ARTAZU  ";"Cuenca de Pamplona";"5";"07/04/2004 0:00:00"
"192";"UCR01069";"Apolonia II";"Casa rural vivienda";"CRV 2 Estrellas";"Norte 50 ";"ARTAZU";"ARTAZU  ";"Cuenca de Pamplona";"8";"29/12/2015 0:00:00"
"193";"UVT01112";"Aposentos Olite";"Vivienda Turística";"Tercera/1 Llave";"Aoiz 8 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"6";"07/12/2020 0:00:00"
"194";"ucr00724";"Araiztar";"Casa rural vivienda";"CRV 2 Estrellas";"Aritzar- Camino nacedero 0 ";"IRAÑETA";"IRAÑETA ";"Pirineos";"8";"14/09/2005 0:00:00"
"195";"UHS00755";"Aralar";"Hostal";"HsG";"San Nicolás 12 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"23/10/2002 0:00:00"
"196";"UCT00005";"Aralar";"Camping";"3 estrellas";"Plazaola 9 ";"LEKUNBERRI";"LEKUNBERRI  ";"Pirineos";"310";"23/12/1992 0:00:00"
"197";"UHS00823";"Aralar";"Hostal";"HsG";"Guipúzcoa Km 5´5 0 ";"AIZOÁIN";"BERRIOPLANO / BERRIOBEITI ";"Cuenca de Pamplona";"60";"12/03/2008 0:00:00"
"198";"UAT00553";"Aralar";"Apartamento Turístico";"Segunda/2 Llaves";"Nagusia 12 3ºD";"ETXARRI-ARANATZ";"ETXARRI ARANATZ ";"Pirineos";"4";"31/05/2017 0:00:00"
"199";"UVT00235";"Aramendía";"Vivienda Turística";"Primera/3 Llaves";"Crucero 12 ";"ARAMENDÍA";"ALLÍN / ALLIN ";"Zona Media";"6";"12/06/2012 0:00:00"
"200";"UCR01035";"Aranaratxe";"Casa rural vivienda";"CRV 2 Estrellas";"San Miguel 81 ";"ARANARACHE";"ARANARACHE / ARANARATXE ";"Pirineos";"8";"22/08/2014 0:00:00"
"201";"UAT00890";"Aranaz Bardenas 2";"Apartamento Turístico";"Tercera/1 Llave";"Larga 36 ";"CADREITA";"CADREITA  ";"La Ribera";"6";"28/03/2019 0:00:00"
"202";"UAT00889";"Aranaz Bardenas I";"Apartamento Turístico";"Segunda/2 Llaves";"Larga 36 ";"CADREITA";"CADREITA  ";"La Ribera";"4";"28/03/2019 0:00:00"
"203";"UVTR0400";"Aranbeltza Etxea";"Vivienda Turística Rural";"Primera/3 Llaves";"Nueva 38 ";"DICASTILLO";"DICASTILLO  ";"Zona Media";"11";"18/05/2015 0:00:00"
"204";"UATR1302";"Araneder Etxea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"El Zoco 20 ";"GASTIÁIN";"LANA  ";"Zona Media";"3";"16/06/2022 0:00:00"
"205";"UHS00766";"Arangoiti";"Hostal";"HsG";"René Petit 0 S/N";"YESA";"YESA  ";"Zona Media";"15";"16/12/2003 0:00:00"
"206";"UH000897";"Arantza";"Hotel";"5 Estrellas";"Aientsa Auzoa 10 Arantza Hotela";"ARANTZA";"ARANTZA ";"Pirineos";"24";"06/08/2013 0:00:00"
"207";"UATR0472";"Arantza Apartamentuak";"Apartamento Turístico Rural";"Primera/3 Llaves";"Aientsa Auzoa 10 Patxikuren Bord";"ARANTZA";"ARANTZA ";"Pirineos";"24";"22/07/2016 0:00:00"
"208";"UCR00931";"Arbaiun Etxea";"Casa rural vivienda";"CRV 4 Estrellas";"San Pedro 1 ";"USÚN";"ROMANZADO / ERROMANTZATUA ";"Pirineos";"10";"23/07/2010 0:00:00"
"209";"UCT00029";"Arbizu Eko Kanpina";"Camping";"4 estrellas";"Utzu 0 s/n";"ARBIZU";"ARBIZU  ";"Pirineos";"570";"11/08/2011 0:00:00"
"210";"UPE0975";"Arce Pirineo";"Pensión";"P*";"San Lorenzo 40 ";"ARRIETA";"ARCE / ARTZI  ";"Pirineos";"18";"25/05/2023 0:00:00"
"211";"UCR00793";"Ardantzena";"Casa rural habitaciones";"CRH 1 Estrella";"San Pedro 5 ";"ARDAITZ";"ERRO  ";"Pirineos";"14";"30/04/2007 0:00:00"
"212";"UHS00709";"Ardoi";"Hostal";"HsG";"Belascoain 30 ";"ZIZUR MAYOR";"ZIZUR MAYOR / ZIZUR NAGUSIA ";"Cuenca de Pamplona";"16";"19/01/2000 0:00:00"
"213";"UHS00745";"Area 99";"Hostal";"HsG";"Merkatondoa  32 A";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"22";"20/03/2002 0:00:00"
"214";"UCR00634";"Arellano";"Casa rural habitaciones";"CRH 2 Estrellas";"Fuente Grande 0 ";"ARELLANO";"ARELLANO  ";"Zona Media";"12";"24/03/2004 0:00:00"
"215";"UAT01235";"Arga Etxea";"Apartamento Turístico";"Segunda/2 Llaves";"Joaquín Beunza 4 3ºA";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"08/03/2022 0:00:00"
"216";"UAT00216";"Argia 1";"Apartamento Turístico";"Tercera/1 Llave";"Arróniz 4 4ºA";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"6";"28/09/2011 0:00:00"
"217";"UAT00491";"Argia 2";"Apartamento Turístico";"Segunda/2 Llaves";"Navarrería 16 2º";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"4";"20/10/2016 0:00:00"
"218";"UAT00492";"Argia 3";"Apartamento Turístico";"Segunda/2 Llaves";"Navarreria 16 3º";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"4";"20/10/2016 0:00:00"
"219";"UCR01112";"Argienea";"Casa rural habitaciones";"CRH 3 Estrellas";"San Juan 47 ";"MUNÁRRIZ";"GOÑI  ";"Cuenca de Pamplona";"8";"27/07/2017 0:00:00"
"220";"UCR01147";"Argiñe";"Casa rural vivienda";"CRV 3 Estrellas";"San Antón 37 ";"ITURGOYEN";"GUESÁLAZ / GESALATZ ";"Zona Media";"7";"31/01/2019 0:00:00"
"221";"UCR00383";"Argiñenea";"Casa rural vivienda";"CRV 3 Estrellas";"Casa Argiñenea 0 ";"ETXALEKU";"IMOTZ ";"Pirineos";"9";"14/08/1997 0:00:00"
"222";"UVTR1087";"Argixti";"Vivienda Turística Rural";"Primera/3 Llaves";"Iturbide Karrika 0 Casa Argixti";"SUNBILLA";"SUNBILLA  ";"Pirineos";"10";"19/08/2020 0:00:00"
"223";"UATR0144";"Argizarienea";"Apartamento Turístico";"Tercera/1 Llave";"San Pedro 41 ";"BIZKARRETA-GERENDIAIN";"ERRO  ";"Pirineos";"3";"24/07/2009 0:00:00"
"224";"ucr00688";"Argonz Etxea";"Casa rural habitaciones";"CRH 2 Estrellas";"Irigoienea 21 ";"URZAINQUI";"URZAINQUI / URZAINKI  ";"Pirineos";"8";"25/04/2005 0:00:00"
"225";"UAT00408";"Arguedas 1";"Apartamento Turístico";"Segunda/2 Llaves";"Real 92 1ºC";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"02/10/2015 0:00:00"
"226";"UAT00949";"Arguedas 2";"Apartamento Turístico";"Primera/3 Llaves";"Real 92 1º B";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"19/06/2019 0:00:00"
"227";"UATR0912";"Arian";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Ventas 4 ";"DONAMARIA";"DONAMARIA ";"Pirineos";"5";"23/05/2019 0:00:00"
"228";"UHR00811";"Aribe";"Hotel rural";"2 Estrellas";"Santa María 33 ";"ARIBE";"ARIBE ";"Pirineos";"20";"12/07/2007 0:00:00"
"229";"UAT01189";"Arista";"Apartamento Turístico";"Tercera/1 Llave";"Iñigo Arista 5 3º C";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"8";"18/11/2021 0:00:00"
"230";"UCT00024";"Aritzaleku";"Camping";"4 estrellas";"San Pedro 0 S/N";"LERATE";"GUESÁLAZ / GESALATZ ";"Zona Media";"1251";"09/02/2000 0:00:00"
"231";"UHS00959";"Aritzalko";"Hostal";"HsG";"Pamplona-Vitoria 0 km. 23";"ETXARRI-ARANATZ";"ETXARRI ARANATZ ";"Pirineos";"17";"18/01/2021 0:00:00"
"232";"UCR00910";"Aritzenea";"Casa rural vivienda";"CRV 2 Estrellas";"San Pedro 16 ";"MEOZ";"LÓNGUIDA / LONGIDA  ";"Pirineos";"8";"25/11/2009 0:00:00"
"233";"UCR00684";"Aritzeta";"Casa rural vivienda";"CRV 3 Estrellas";"Sakulu 4 B- Aritzeta";"LEITZA";"LEITZA  ";"Pirineos";"12";"08/04/2005 0:00:00"
"234";"UCT00019";"Ariztigain";"Camping";"3 estrellas";"Añerdi 11 ";"SUNBILLA";"SUNBILLA  ";"Pirineos";"464";"23/08/1995 0:00:00"
"235";"UCR00815";"Arkupe";"Casa rural vivienda";"CRV 2 Estrellas";"La Balsa 29 ";"ARRÓNIZ";"ARRÓNIZ ";"Zona Media";"8";"13/08/2007 0:00:00"
"236";"UAT00178";"Arlegun Etxea";"Vivienda Turística Rural";"Segunda/2 Llaves";"Indaburua C/ Lapiztegia 0 ";"ZUGARRAMURDI";"ZUGARRAMURDI  ";"Pirineos";"6";"29/07/2010 0:00:00"
"237";"UAT00237";"Arluzepe";"Apartamento Turístico";"Segunda/2 Llaves";"Arluzepe 4 bajo A";"ETXARRI-ARANATZ";"ETXARRI ARANATZ ";"Pirineos";"4";"26/06/2012 0:00:00"
"238";"UAB00074";"Armaia";"Albergue turístico";"2ª Categoria";"Iriartea 25 ";"URZAINQUI";"URZAINQUI / URZAINKI  ";"Pirineos";"24";"21/10/2013 0:00:00"
"239";"UATR1037";"Armua 1";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Alkerdi 14 A - Casa Armua";"URDAZUBI/URDAX";"URDAZUBI / URDAX  ";"Pirineos";"4";"10/06/2020 0:00:00"
"240";"UATR1038";"Armua 2";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Alkerdi 14 A - Casa Armua";"URDAZUBI/URDAX";"URDAZUBI / URDAX  ";"Pirineos";"4";"10/06/2020 0:00:00"
"241";"UATR1039";"Armua 3";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Alkerdi 14 A - Casa Armua";"URDAZUBI/URDAX";"URDAZUBI / URDAX  ";"Pirineos";"2";"10/06/2020 0:00:00"
"242";"UATR1040";"Armua 4";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Alkerdi 14 A - Casa Armua";"URDAZUBI/URDAX";"URDAZUBI / URDAX  ";"Pirineos";"2";"10/06/2020 0:00:00"
"243";"UATR1041";"Armua 5";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Alkerdi 14 A - Casa Armua";"URDAZUBI/URDAX";"URDAZUBI / URDAX  ";"Pirineos";"2";"10/06/2020 0:00:00"
"244";"UHSR0531";"Aróstegui";"Hostal";"HsRural";"Chiquirrín 13 ";"GARAIOA";"GARAIOA ";"Pirineos";"14";"28/05/1980 0:00:00"
"245";"UHS00600";"Arotza";"Hostal";"HsG";"De Navarra 3 ";"TAFALLA";"TAFALLA ";"Zona Media";"32";"27/09/1989 0:00:00"
"246";"UATR0505";"Arotzetxea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Jaime Urrutia 42 3Dcha.";"ELIZONDO";"BAZTAN  ";"Pirineos";"5";"14/11/2016 0:00:00"
"247";"UCR00580";"Aroxtegi";"Casa rural vivienda";"CRV 2 Estrellas";"Añerdi 2 Casa Aroxtegi";"SUNBILLA";"SUNBILLA  ";"Pirineos";"6";"18/12/2002 0:00:00"
"248";"UCR01199";"Arpetxea";"Casa rural vivienda";"CRV 3 Estrellas";"San Juan 18 ";"RONCAL";"RONCAL / ERRONKARI  ";"Pirineos";"8";"11/01/2023 0:00:00"
"249";"UAT01127";"Arraioz";"Apartamento Turístico";"Segunda/2 Llaves";"Naztaldea 8 2º D";"ARRAIOZ";"BAZTAN  ";"Pirineos";"4";"16/04/2021 0:00:00"
"250";"UVT00233";"Arratíbel";"Vivienda Turística";"Segunda/2 Llaves";"Caserío 0 s/n";"URRA";"AMÉSCOA BAJA  ";"Pirineos";"8";"19/06/2012 0:00:00"
"251";"UCR00876";"Arrese I";"Casa rural habitaciones";"CRH 1 Estrella";"San Pedro 3 ";"JAURRIETA";"JAURRIETA ";"Pirineos";"2";"18/11/2008 0:00:00"
"252";"UCR00877";"Arrese II";"Casa rural vivienda";"CRV 1 Estrella";"La Blanca 2 ";"JAURRIETA";"JAURRIETA ";"Pirineos";"4";"13/09/2008 0:00:00"
"253";"UHS00746";"Arriazu";"Hostal";"HsG";"Comedias  14 1º - 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"43";"24/04/2002 0:00:00"
"254";"UCR00881";"Arrileku";"Casa rural vivienda";"CRV 3 Estrellas";"Gorrichenea 0 s/n";"ORONOZ-MUGAIRI";"BAZTAN  ";"Pirineos";"8";"09/12/2008 0:00:00"
"255";"UVTR0950";"Arrondoa";"Vivienda Turística Rural";"Primera/3 Llaves";"San Salvador 84 ";"HIRIBERRI/VILLANUEVA DE AEZKOA";"HIRIBERRI / VILLANUEVA DE AEZKOA  ";"Pirineos";"4";"19/07/2019 0:00:00"
"256";"UPE00896";"Arróniz";"Pensión";"P**";"Allo 14 ";"ARRÓNIZ";"ARRÓNIZ ";"Zona Media";"9";"14/06/2013 0:00:00"
"257";"UCR00735";"Artadi";"Casa rural vivienda";"CRV 2 Estrellas";"Santa María 20 ";"OLLETA";"LEOZ / LEOTZ  ";"Zona Media";"8";"10/04/2006 0:00:00"
"258";"UCR01190";"Artaza";"Casa rural vivienda";"CRV 3 Estrellas";"Santa María 62 ";"ARTAZA";"AMÉSCOA BAJA  ";"Pirineos, Zona Media";"14";"18/05/2022 0:00:00"
"259";"UCT00028";"Artaza Urederra";"Camping";"2 estrellas";"de Artaza Km1 0 ";"ARTAZA";"AMÉSCOA BAJA  ";"Pirineos";"230";"20/07/2009 0:00:00"
"260";"UCR01116";"Artegia";"Casa rural vivienda";"CRV 2 Estrellas";"San Cristobal  16 ";"MEZKIRITZ";"ERRO  ";"Pirineos";"4";"24/10/2017 0:00:00"
"261";"UAT00735";"Artica 11";"Apartamento Turístico";"Segunda/2 Llaves";"Madres De La Plaza de Mayo 11 5º A";"ARTICA";"BERRIOPLANO / BERRIOBEITI ";"Cuenca de Pamplona";"2";"15/01/2018 0:00:00"
"262";"UAT01451";"Artica 13";"Apartamento Turístico";"Segunda/2 Llaves";"Madres de la Plaza de Mayo 13 5ºC";"ARTICA";"BERRIOPLANO / BERRIOBEITI ";"Cuenca de Pamplona";"6";"05/06/2023 0:00:00"
"263";"UCR01127";"Artola";"Casa rural vivienda";"CRV 2 Estrellas";"San Miguel  32 ";"BARAIBAR";"LARRAUN ";"Pirineos";"8";"11/06/2018 0:00:00"
